Date,Motor_ID,Bearing_Temp_C,Winding_Temp_C,Vibration_mm_s,Current_A,Voltage_V,Power_Factor,Running_Hours
2026-02-10,MTR-107,53.5,64.9,2.27,82.6,690,0.91,3842
2026-02-11,MTR-107,49.7,68.7,2.24,89.5,1000,0.96,3847
2026-02-12,MTR-107,49.3,64.5,2.08,96.6,1000,0.86,3866
2026-02-13,MTR-107,52.3,61.3,2.01,83.1,415,0.91,3873
2026-02-14,MTR-107,53.5,63.3,2.52,91.2,1000,0.87,3887
2026-02-15,MTR-107,51.5,67.2,1.91,86.2,690,0.82,3896
2026-02-16,MTR-107,50.7,66.9,2.14,90.7,415,0.9,3913
2026-02-17,MTR-107,50.5,65.2,2.87,84.3,690,0.92,3925
2026-02-18,MTR-107,51.5,63.8,2.49,93.7,1000,0.93,3938
2026-02-19,MTR-107,54.2,67.8,2.51,89.9,415,0.86,3944
2026-02-20,MTR-107,48.0,60.8,2.44,84.2,690,0.97,3955
2026-02-21,MTR-107,52.3,63.5,2.65,95.8,415,0.87,3974
2026-02-22,MTR-107,49.5,61.6,2.41,89.6,1000,0.92,3987
2026-02-23,MTR-107,46.3,66.2,2.18,86.3,690,0.92,4001
2026-02-24,MTR-107,51.0,67.6,1.91,89.5,690,0.95,4010
2026-02-25,MTR-107,49.8,66.0,2.34,92.8,415,0.91,4023
2026-02-26,MTR-107,50.5,64.0,2.21,92.7,415,0.82,4032
2026-02-27,MTR-107,49.5,68.2,2.26,86.5,1000,0.85,4044
2026-02-28,MTR-107,53.5,69.0,1.84,86.5,1000,0.97,4059
2026-03-01,MTR-107,51.8,64.0,2.45,83.5,690,0.95,4070
2026-03-02,MTR-107,51.8,67.5,1.88,92.7,690,0.96,4085
2026-03-03,MTR-107,49.7,65.2,2.9,94.5,415,0.91,4092
2026-03-04,MTR-107,53.2,58.7,2.6,99.1,690,0.83,4102
2026-03-05,MTR-107,51.3,62.6,2.72,96.4,415,0.94,4119
2026-03-06,MTR-107,49.8,69.8,1.85,98.0,1000,0.88,4124
2026-03-07,MTR-107,44.3,68.0,2.73,96.6,1000,0.92,4139
2026-03-08,MTR-107,50.4,67.9,2.17,99.5,690,0.91,4147
2026-03-09,MTR-107,48.0,64.3,2.41,88.8,690,0.89,4161
2026-03-10,MTR-107,47.8,67.9,2.3,96.6,1000,0.9,4179
2026-03-11,MTR-107,53.1,65.4,2.04,89.5,1000,0.88,4192
2026-03-12,MTR-107,51.0,60.6,2.32,89.0,690,0.84,4195
2026-03-13,MTR-107,52.2,69.5,1.76,82.5,415,0.82,4216
2026-03-14,MTR-107,44.8,67.4,2.11,89.4,690,0.87,4225
2026-03-15,MTR-107,48.4,61.2,2.35,92.4,690,0.85,4237
2026-03-16,MTR-107,52.0,68.0,2.44,89.0,690,0.9,4253
2026-03-17,MTR-107,49.3,69.9,1.63,92.6,1000,0.93,4261
2026-03-18,MTR-107,52.3,67.8,2.51,95.0,1000,0.87,4271
2026-03-19,MTR-107,52.3,66.3,2.2,90.6,415,0.9,4286
2026-03-20,MTR-107,52.0,65.0,2.34,97.9,690,0.91,4293
2026-03-21,MTR-107,49.9,64.6,2.49,90.1,415,0.95,4307
2026-03-22,MTR-107,46.8,65.1,2.59,94.2,1000,0.89,4315
2026-03-23,MTR-107,52.3,71.3,2.82,85.3,1000,0.96,4328
2026-03-24,MTR-107,47.6,59.5,2.41,93.9,1000,0.93,4345
2026-03-25,MTR-107,50.6,70.3,2.58,87.4,415,0.95,4357
2026-03-26,MTR-107,49.9,59.2,1.9,99.6,690,0.92,4372
2026-03-27,MTR-107,53.8,65.5,1.78,85.7,415,0.83,4376
2026-03-28,MTR-107,54.3,71.5,1.98,91.1,415,0.92,4397
2026-03-29,MTR-107,48.0,67.1,1.98,87.2,690,0.97,4400
2026-03-30,MTR-107,49.9,66.8,2.31,83.5,690,0.96,4421
2026-03-31,MTR-107,48.5,64.2,2.18,82.9,690,0.83,4427
2026-04-01,MTR-107,52.3,72.0,2.52,91.8,415,0.82,4435
2026-04-02,MTR-107,49.4,64.0,2.48,86.1,415,0.94,4449
2026-04-03,MTR-107,48.8,62.1,3.07,84.1,690,0.95,4464
2026-04-04,MTR-107,50.8,64.0,2.34,92.2,415,0.89,4477
2026-04-05,MTR-107,45.2,66.3,2.46,86.9,690,0.95,4488
2026-04-06,MTR-107,50.0,63.3,2.58,91.5,690,0.84,4504
2026-04-07,MTR-107,52.0,72.6,2.46,89.7,1000,0.9,4517
2026-04-08,MTR-107,49.8,67.9,2.26,99.7,1000,0.94,4525
2026-04-09,MTR-107,53.7,64.3,2.29,91.0,1000,0.87,4541
2026-04-10,MTR-107,48.1,69.0,2.64,96.5,690,0.84,4544
2026-04-11,MTR-107,47.6,64.6,2.39,82.5,1000,0.83,4561
2026-04-12,MTR-107,48.6,62.1,2.1,96.7,690,0.85,4575
2026-04-13,MTR-107,48.5,62.7,2.21,98.5,690,0.92,4579
2026-04-14,MTR-107,50.2,65.0,2.1,88.9,690,0.86,4598
2026-04-15,MTR-107,54.5,66.1,2.75,87.1,415,0.98,4610
2026-04-16,MTR-107,50.3,68.2,2.44,93.4,690,0.95,4618
2026-04-17,MTR-107,49.6,68.9,2.33,83.5,690,0.89,4627
2026-04-18,MTR-107,51.5,65.5,2.23,88.8,1000,0.86,4649
2026-04-19,MTR-107,53.6,65.4,2.19,88.1,690,0.85,4661
2026-04-20,MTR-107,48.6,61.4,2.45,99.9,690,0.91,4667
2026-04-21,MTR-107,53.3,65.2,2.27,93.5,690,0.92,4676
2026-04-22,MTR-107,50.2,66.1,2.21,92.9,690,0.95,4687
2026-04-23,MTR-107,53.7,63.9,1.93,88.6,415,0.91,4704
2026-04-24,MTR-107,54.2,63.9,2.68,91.8,1000,0.83,4721
2026-04-25,MTR-107,52.2,66.1,2.02,83.0,1000,0.84,4732
2026-04-26,MTR-107,51.5,63.7,2.63,85.9,415,0.95,4740
2026-04-27,MTR-107,51.2,67.8,2.7,91.5,690,0.93,4754
2026-04-28,MTR-107,50.4,59.8,2.73,91.8,690,0.91,4765
2026-04-29,MTR-107,51.9,62.1,2.61,89.9,1000,0.82,4781
2026-04-30,MTR-107,49.3,65.7,2.36,92.1,415,0.89,4789
2026-05-01,MTR-107,50.5,63.1,2.16,92.5,690,0.87,4805
2026-05-02,MTR-107,48.1,65.6,1.59,94.2,1000,0.87,4807
2026-05-03,MTR-107,49.7,63.6,2.35,88.1,415,0.93,4822
2026-05-04,MTR-107,49.4,66.2,2.08,90.8,1000,0.94,4836
2026-05-05,MTR-107,51.3,61.4,2.61,101.4,690,0.86,4849
2026-05-06,MTR-107,53.0,61.6,2.83,94.5,690,0.84,4860
2026-05-07,MTR-107,49.8,64.1,2.17,79.5,1000,0.92,4876
2026-05-08,MTR-107,50.8,65.9,2.17,82.5,415,0.86,4887
2026-05-09,MTR-107,49.2,68.0,2.12,101.0,690,0.95,4899
2026-05-10,MTR-107,52.3,68.2,2.55,88.5,690,0.94,4903
2026-05-11,MTR-107,49.6,67.1,2.56,83.6,415,0.94,4920
2026-05-12,MTR-107,50.3,58.4,2.28,89.2,690,0.95,4931
2026-05-13,MTR-107,47.6,66.5,2.29,87.2,415,0.84,4944
2026-05-14,MTR-107,51.8,65.6,2.11,79.9,1000,0.82,4951
2026-05-15,MTR-107,48.7,63.8,2.84,103.1,1000,0.87,4963
2026-05-16,MTR-107,47.9,66.7,2.85,89.9,415,0.85,4978
2026-05-17,MTR-107,52.2,60.5,2.37,93.4,415,0.88,4988
2026-05-18,MTR-107,52.3,64.1,1.87,80.9,415,0.93,5007
2026-05-19,MTR-107,50.5,64.0,2.16,85.7,1000,0.95,5012
2026-05-20,MTR-107,50.0,63.8,1.93,80.1,1000,0.84,5025
2026-05-21,MTR-107,47.7,62.0,1.91,95.4,690,0.93,5039
2026-05-22,MTR-107,47.2,66.8,2.69,96.0,690,0.92,5056
2026-05-23,MTR-107,50.2,69.0,2.54,89.2,1000,0.83,5064
2026-05-24,MTR-107,52.8,62.5,2.1,86.6,690,0.87,5081
2026-05-25,MTR-107,49.3,66.7,1.79,85.5,415,0.9,5090
2026-05-26,MTR-107,51.8,62.6,2.08,93.5,690,0.9,5104
2026-05-27,MTR-107,49.2,61.0,2.67,94.4,690,0.82,5110
2026-05-28,MTR-107,51.6,62.8,2.0,95.2,1000,0.84,5119
2026-05-29,MTR-107,51.2,67.6,2.07,88.5,1000,0.89,5133
2026-05-30,MTR-107,53.2,63.3,1.84,85.9,690,0.89,5143
2025-12-02,MTR-108,49.7,66.9,1.4,66.9,1000,0.95,3000
2025-12-03,MTR-108,50.9,64.9,1.77,60.1,415,0.93,3008
2025-12-04,MTR-108,50.3,63.1,2.1,65.5,415,0.98,3023
2025-12-05,MTR-108,53.1,75.2,1.76,65.2,1000,0.9,3040
2025-12-06,MTR-108,52.5,65.2,1.57,54.5,1000,0.88,3050
2025-12-07,MTR-108,53.1,63.4,2.06,65.7,1000,0.9,3057
2025-12-08,MTR-108,48.8,64.9,2.2,53.0,1000,0.9,3077
2025-12-09,MTR-108,46.8,66.2,1.64,62.2,415,0.97,3081
2025-12-10,MTR-108,47.4,64.7,1.51,54.6,690,0.86,3093
2025-12-11,MTR-108,46.8,62.4,1.7,67.9,1000,0.96,3106
2025-12-12,MTR-108,51.4,71.0,1.94,65.3,415,0.9,3122
2025-12-13,MTR-108,49.8,69.3,1.16,58.7,415,0.84,3132
2025-12-14,MTR-108,50.1,67.8,1.74,54.4,415,0.82,3141
2025-12-15,MTR-108,49.4,64.4,2.05,65.9,415,0.9,3155
2025-12-16,MTR-108,49.5,64.4,1.97,52.4,690,0.85,3166
2025-12-17,MTR-108,51.8,64.2,2.22,61.4,690,0.89,3181
2025-12-18,MTR-108,55.7,66.5,2.19,59.5,690,0.83,3195
2025-12-19,MTR-108,51.9,68.9,2.17,56.3,1000,0.83,3205
2025-12-20,MTR-108,51.8,68.9,2.12,58.9,1000,0.86,3213
2025-12-21,MTR-108,51.6,62.0,1.7,63.8,1000,0.83,3227
2025-12-22,MTR-108,49.5,69.5,1.68,56.0,1000,0.91,3236
2025-12-23,MTR-108,51.3,66.0,2.26,55.0,415,0.96,3255
2025-12-24,MTR-108,51.7,66.5,2.23,63.4,415,0.85,3259
2025-12-25,MTR-108,50.3,66.0,1.8,53.5,690,0.96,3279
2025-12-26,MTR-108,49.3,64.8,2.0,58.6,690,0.93,3286
2025-12-27,MTR-108,47.4,64.0,1.94,54.6,690,0.91,3298
2025-12-28,MTR-108,50.6,66.1,1.7,59.7,415,0.93,3315
2025-12-29,MTR-108,46.6,64.1,2.16,55.1,690,0.96,3324
2025-12-30,MTR-108,50.9,61.7,1.73,69.4,415,0.94,3332
2025-12-31,MTR-108,52.7,65.3,1.68,64.4,690,0.84,3345
2026-01-01,MTR-108,50.1,70.0,1.93,66.9,415,0.95,3363
2026-01-02,MTR-108,53.4,60.7,2.44,62.4,690,0.9,3373
2026-01-03,MTR-108,50.9,69.2,1.49,59.9,415,0.96,3379
2026-01-04,MTR-108,54.8,68.0,1.36,68.1,1000,0.97,3398
2026-01-05,MTR-108,49.5,67.9,1.96,70.5,690,0.92,3409
2026-01-06,MTR-108,50.6,64.3,1.9,70.8,415,0.95,3420
2026-01-07,MTR-108,52.1,65.4,1.82,60.2,690,0.86,3433
2026-01-08,MTR-108,49.8,63.3,1.64,63.3,690,0.95,3440
2026-01-09,MTR-108,50.0,66.8,2.06,68.0,415,0.83,3454
2026-01-10,MTR-108,49.4,58.4,1.98,61.4,690,0.97,3471
2026-01-11,MTR-108,49.0,72.5,1.27,59.7,415,0.82,3475
2026-01-12,MTR-108,52.2,72.9,1.74,57.8,1000,0.93,3490
2026-01-13,MTR-108,49.7,65.0,2.37,60.6,1000,0.95,3499
2026-01-14,MTR-108,50.6,63.4,2.53,56.7,690,0.93,3520
2026-01-15,MTR-108,49.6,64.4,2.15,58.2,415,0.95,3531
2026-01-16,MTR-108,51.9,61.6,1.59,75.7,690,0.82,3539
2026-01-17,MTR-108,49.8,66.9,1.6,64.1,1000,0.91,3557
2026-01-18,MTR-108,48.3,65.2,2.16,61.9,1000,0.92,3561
2026-01-19,MTR-108,53.3,61.0,1.95,60.8,1000,0.92,3573
2026-01-20,MTR-108,48.6,62.9,1.19,59.4,690,0.9,3588
2026-01-21,MTR-108,48.3,64.5,1.32,56.5,415,0.97,3605
2026-01-22,MTR-108,53.2,65.7,1.8,60.8,415,0.96,3610
2026-01-23,MTR-108,50.4,73.6,1.8,60.4,690,0.91,3623
2026-01-24,MTR-108,50.4,64.6,1.56,64.5,415,0.86,3641
2026-01-25,MTR-108,49.6,63.4,1.91,62.2,690,0.96,3643
2026-01-26,MTR-108,53.1,63.7,1.79,67.7,415,0.84,3657
2026-01-27,MTR-108,52.8,61.5,1.46,61.7,415,0.82,3669
2026-01-28,MTR-108,52.8,65.7,1.98,49.7,690,0.87,3684
2026-01-29,MTR-108,47.0,66.8,1.34,64.4,1000,0.89,3696
2026-01-30,MTR-108,51.7,67.6,1.7,59.0,1000,0.86,3706
2026-01-31,MTR-108,53.2,71.6,1.89,61.0,415,0.88,3722
2026-02-01,MTR-108,49.9,65.9,2.22,66.1,690,0.83,3727
2026-02-02,MTR-108,48.3,69.2,1.71,51.3,1000,0.95,3739
2026-02-03,MTR-108,47.8,64.3,1.45,57.6,690,0.98,3752
2026-02-04,MTR-108,45.8,65.0,1.74,54.8,1000,0.86,3771
2026-02-05,MTR-108,53.1,70.3,2.48,54.3,690,0.93,3785
2026-02-06,MTR-108,48.2,68.0,2.13,66.2,1000,0.84,3794
2026-02-07,MTR-108,53.1,70.1,1.83,61.1,690,0.92,3805
2026-02-08,MTR-108,50.6,65.5,1.46,61.3,415,0.84,3814
2026-02-09,MTR-108,50.0,66.5,1.44,57.1,1000,0.96,3826
2026-02-10,MTR-108,52.3,68.0,2.12,62.5,415,0.96,3839
2026-02-11,MTR-108,50.7,65.8,1.66,68.9,690,0.86,3847
2026-02-12,MTR-108,50.7,62.7,1.91,64.3,1000,0.88,3869
2026-02-13,MTR-108,51.0,65.6,1.4,51.5,690,0.89,3873
2026-02-14,MTR-108,50.7,61.3,2.1,61.0,1000,0.94,3892
2026-02-15,MTR-108,45.9,62.1,1.13,55.7,690,0.88,3901
2026-02-16,MTR-108,50.3,68.2,1.76,61.0,415,0.92,3907
2026-02-17,MTR-108,52.9,68.3,1.58,58.6,1000,0.92,3926
2026-02-18,MTR-108,48.8,62.4,1.64,59.7,1000,0.92,3938
2026-02-19,MTR-108,52.6,55.7,1.9,66.5,1000,0.91,3949
2026-02-20,MTR-108,51.0,71.7,1.93,57.9,1000,0.93,3957
2026-02-21,MTR-108,51.9,64.9,1.87,66.8,690,0.93,3977
2026-02-22,MTR-108,48.1,71.3,1.33,54.7,1000,0.92,3981
2026-02-23,MTR-108,51.7,70.0,1.56,67.8,415,0.82,3997
2026-02-24,MTR-108,48.0,66.7,1.18,60.8,690,0.9,4011
2026-02-25,MTR-108,51.8,64.4,1.46,66.4,415,0.95,4016
2026-02-26,MTR-108,51.0,73.9,2.12,68.0,415,0.93,4037
2026-02-27,MTR-108,46.2,63.9,1.63,52.8,1000,0.89,4043
2026-02-28,MTR-108,50.9,71.4,1.8,59.6,415,0.95,4051
2026-03-01,MTR-108,51.7,69.9,1.77,62.6,690,0.95,4063
2026-03-02,MTR-108,50.6,63.1,1.84,58.1,690,0.83,4080
2026-03-03,MTR-108,51.3,68.9,2.09,59.7,1000,0.96,4092
2026-03-04,MTR-108,52.6,63.3,1.58,66.5,690,0.98,4100
2026-03-05,MTR-108,48.9,71.4,1.93,60.9,415,0.88,4118
2026-03-06,MTR-108,47.3,73.8,1.99,57.3,1000,0.89,4127
2026-03-07,MTR-108,50.0,61.5,1.76,54.2,415,0.87,4144
2026-03-08,MTR-108,48.2,62.4,1.56,66.9,690,0.84,4155
2026-03-09,MTR-108,51.8,63.7,1.73,66.5,690,0.97,4160
2026-03-10,MTR-108,48.1,66.4,2.06,58.3,415,0.89,4173
2026-03-11,MTR-108,54.0,69.6,1.6,64.4,1000,0.96,4190
2026-03-12,MTR-108,47.9,62.7,1.17,58.8,690,0.95,4199
2026-03-13,MTR-108,52.5,65.2,0.8,63.6,1000,0.91,4209
2026-03-14,MTR-108,51.1,62.0,1.94,65.3,415,0.96,4228
2026-03-15,MTR-108,52.2,64.7,1.75,62.6,690,0.84,4235
2026-03-16,MTR-108,51.2,68.9,1.96,72.5,690,0.94,4251
2026-03-17,MTR-108,48.1,60.4,1.34,66.4,690,0.86,4262
2026-03-18,MTR-108,54.3,62.5,2.13,60.2,690,0.83,4274
2026-03-19,MTR-108,51.8,64.5,1.57,65.9,415,0.93,4288
2026-03-20,MTR-108,51.8,62.9,1.25,63.6,1000,0.92,4295
2026-03-21,MTR-108,52.0,67.3,2.05,59.8,690,0.88,4306
2026-03-22,MTR-108,50.1,72.5,1.7,65.8,1000,0.9,4325
2026-03-23,MTR-108,51.5,65.1,1.83,65.3,690,0.98,4334
2026-03-24,MTR-108,49.2,63.4,1.94,62.9,1000,0.98,4340
2026-03-25,MTR-108,47.8,68.1,1.67,66.0,690,0.89,4356
2026-03-26,MTR-108,50.7,65.8,1.99,79.1,690,0.82,4370
2026-03-27,MTR-108,48.8,60.3,2.12,59.4,690,0.89,4382
2026-03-28,MTR-108,48.9,67.9,2.03,61.7,690,0.83,4397
2026-03-29,MTR-108,49.3,68.5,1.54,61.4,415,0.96,4408
2026-03-30,MTR-108,51.7,67.2,1.43,62.7,1000,0.82,4414
2026-03-31,MTR-108,54.1,68.2,1.8,52.5,690,0.91,4430
2026-04-01,MTR-108,53.6,67.3,1.56,62.4,415,0.89,4443
2026-04-02,MTR-108,51.6,68.5,1.75,61.6,415,0.91,4455
2026-04-03,MTR-108,49.6,69.3,1.96,52.7,690,0.94,4468
2026-04-04,MTR-108,51.2,67.8,1.81,61.5,1000,0.91,4481
2026-04-05,MTR-108,52.6,68.3,1.34,71.7,415,0.82,4484
2026-04-06,MTR-108,49.1,74.0,1.84,57.9,415,0.94,4495
2026-04-07,MTR-108,53.2,62.1,1.74,74.0,1000,0.85,4510
2026-04-08,MTR-108,48.8,65.7,1.59,63.2,1000,0.84,4520
2026-04-09,MTR-108,51.1,64.9,1.81,62.2,415,0.91,4536
2026-04-10,MTR-108,54.5,69.6,1.63,66.2,415,0.86,4553
2026-04-11,MTR-108,51.2,65.4,1.8,62.1,415,0.82,4558
2026-04-12,MTR-108,47.0,66.9,1.66,63.7,690,0.91,4571
2026-04-13,MTR-108,47.9,64.3,1.9,66.0,690,0.92,4580
2026-04-14,MTR-108,51.1,64.0,1.4,56.3,690,0.89,4596
2026-04-15,MTR-108,52.1,67.1,2.26,63.3,1000,0.97,4607
2026-04-16,MTR-108,51.5,58.6,1.72,61.1,690,0.87,4622
2026-04-17,MTR-108,50.2,66.1,1.29,58.0,690,0.9,4628
2026-04-18,MTR-108,54.7,69.7,1.28,58.2,690,0.88,4647
2026-04-19,MTR-108,54.1,64.9,1.52,66.6,415,0.89,4651
2026-04-20,MTR-108,52.3,65.8,1.84,68.0,415,0.92,4666
2026-04-21,MTR-108,47.5,66.9,2.0,64.8,690,0.83,4679
2026-04-22,MTR-108,54.6,66.3,2.33,57.4,690,0.86,4695
2026-04-23,MTR-108,48.9,58.9,2.03,57.5,415,0.85,4709
2026-04-24,MTR-108,50.2,70.7,1.94,70.9,1000,0.92,4719
2026-04-25,MTR-108,50.1,70.9,1.65,53.0,415,0.96,4730
2026-04-26,MTR-108,52.6,63.2,1.84,61.3,415,0.83,4741
2026-04-27,MTR-108,49.4,70.1,1.7,55.6,415,0.86,4751
2026-04-28,MTR-108,50.0,68.8,1.63,63.5,690,0.91,4769
2026-04-29,MTR-108,49.8,67.2,1.7,64.1,690,0.87,4774
2026-04-30,MTR-108,47.2,69.2,1.73,64.0,690,0.9,4792
2026-05-01,MTR-108,52.3,64.6,1.93,58.4,415,0.85,4798
2026-05-02,MTR-108,50.1,66.1,1.45,63.7,690,0.88,4809
2026-05-03,MTR-108,54.0,65.7,1.76,56.3,415,0.85,4822
2026-05-04,MTR-108,51.4,64.1,1.79,55.6,690,0.94,4840
2026-05-05,MTR-108,54.9,68.2,1.9,57.2,415,0.87,4845
2026-05-06,MTR-108,53.5,63.0,1.74,59.4,415,0.86,4861
2026-05-07,MTR-108,49.3,66.9,1.77,62.4,415,0.89,4869
2026-05-08,MTR-108,53.0,63.4,1.59,65.1,1000,0.87,4881
2026-05-09,MTR-108,48.8,61.7,2.11,69.4,415,0.82,4895
2026-05-10,MTR-108,51.0,69.3,1.18,56.8,1000,0.93,4912
2026-05-11,MTR-108,49.0,60.7,2.14,58.6,415,0.92,4919
2026-05-12,MTR-108,50.4,64.4,2.15,59.2,690,0.94,4937
2026-05-13,MTR-108,50.0,66.9,1.93,66.4,1000,0.92,4943
2026-05-14,MTR-108,50.3,61.9,1.57,62.1,690,0.95,4960
2026-05-15,MTR-108,50.0,66.0,1.3,62.8,415,0.83,4967
2026-05-16,MTR-108,51.0,60.9,1.79,64.5,690,0.88,4978
2026-05-17,MTR-108,50.8,64.5,1.8,69.3,415,0.84,4990
2026-05-18,MTR-108,51.7,63.5,1.75,71.4,690,0.92,5006
2026-05-19,MTR-108,47.4,64.7,1.85,60.3,1000,0.91,5016
2026-05-20,MTR-108,50.7,67.2,1.78,57.2,1000,0.98,5025
2026-05-21,MTR-108,52.1,62.5,1.74,68.2,690,0.92,5035
2026-05-22,MTR-108,49.2,68.4,1.67,68.0,690,0.97,5049
2026-05-23,MTR-108,54.4,59.9,1.37,60.0,1000,0.93,5061
2026-05-24,MTR-108,48.5,68.0,1.5,66.5,415,0.83,5073
2026-05-25,MTR-108,53.5,61.2,1.65,60.6,415,0.95,5091
2026-05-26,MTR-108,53.8,66.5,1.2,61.9,415,0.9,5102
2026-05-27,MTR-108,50.4,62.1,1.59,66.7,690,0.96,5108
2026-05-28,MTR-108,49.9,72.4,1.77,60.8,415,0.84,5125
2026-05-29,MTR-108,54.4,60.7,1.4,59.4,1000,0.89,5137
2026-05-30,MTR-108,51.2,64.1,1.75,67.9,415,0.92,5151
2025-12-02,MTR-109,55.4,71.7,1.42,91.1,415,0.96,2995
2025-12-03,MTR-109,59.5,68.9,1.98,88.5,690,0.88,3011
2025-12-04,MTR-109,51.8,70.6,1.71,81.9,1000,0.94,3024
2025-12-05,MTR-109,57.3,70.8,1.87,81.7,690,0.89,3041
2025-12-06,MTR-109,55.6,76.3,2.17,90.7,415,0.91,3052
2025-12-07,MTR-109,54.3,69.2,1.76,91.5,415,0.83,3062
2025-12-08,MTR-109,56.1,74.8,1.54,92.0,1000,0.94,3071
2025-12-09,MTR-109,57.1,66.4,1.3,88.0,690,0.9,3089
2025-12-10,MTR-109,56.5,72.6,1.75,91.4,415,0.83,3100
2025-12-11,MTR-109,56.7,71.5,1.81,85.7,1000,0.9,3112
2025-12-12,MTR-109,56.5,70.1,1.7,85.5,415,0.91,3115
2025-12-13,MTR-109,54.4,71.0,1.61,96.9,415,0.82,3136
2025-12-14,MTR-109,57.9,73.2,1.68,90.4,1000,0.97,3148
2025-12-15,MTR-109,57.2,71.9,1.38,94.6,415,0.87,3155
2025-12-16,MTR-109,53.4,66.1,1.75,83.1,690,0.84,3172
2025-12-17,MTR-109,58.4,66.2,1.93,91.6,415,0.86,3180
2025-12-18,MTR-109,56.5,70.0,1.34,83.9,415,0.86,3190
2025-12-19,MTR-109,59.0,70.4,1.65,86.0,1000,0.84,3209
2025-12-20,MTR-109,56.9,62.5,1.33,77.3,415,0.96,3212
2025-12-21,MTR-109,56.7,70.2,1.97,91.8,415,0.9,3225
2025-12-22,MTR-109,57.4,71.4,1.59,87.7,1000,0.98,3238
2025-12-23,MTR-109,56.0,70.0,2.17,81.6,690,0.96,3257
2025-12-24,MTR-109,59.9,65.9,2.13,88.5,415,0.84,3263
2025-12-25,MTR-109,55.2,67.6,1.87,90.1,415,0.96,3276
2025-12-26,MTR-109,58.3,70.5,1.59,90.5,415,0.87,3292
2025-12-27,MTR-109,57.6,69.1,1.01,85.4,690,0.95,3303
2025-12-28,MTR-109,56.3,70.4,1.29,78.5,1000,0.85,3308
2025-12-29,MTR-109,58.7,74.8,1.4,81.8,1000,0.94,3326
2025-12-30,MTR-109,58.2,65.7,1.28,96.7,415,0.93,3337
2025-12-31,MTR-109,57.7,65.4,1.12,93.9,1000,0.98,3351
2026-01-01,MTR-109,59.7,73.8,1.27,92.3,415,0.94,3358
2026-01-02,MTR-109,54.3,72.1,1.86,85.0,1000,0.95,3374
2026-01-03,MTR-109,59.2,66.5,1.75,88.7,1000,0.89,3386
2026-01-04,MTR-109,54.2,70.2,1.93,93.9,415,0.95,3401
2026-01-05,MTR-109,57.7,70.9,1.47,79.1,690,0.94,3408
2026-01-06,MTR-109,54.1,74.0,1.89,85.1,690,0.86,3424
2026-01-07,MTR-109,58.2,67.4,1.7,93.7,1000,0.9,3437
2026-01-08,MTR-109,60.2,72.7,1.64,85.5,415,0.85,3441
2026-01-09,MTR-109,53.9,73.3,1.68,87.3,1000,0.88,3456
2026-01-10,MTR-109,57.0,71.5,1.65,89.0,1000,0.87,3467
2026-01-11,MTR-109,56.1,70.4,1.55,90.2,1000,0.95,3477
2026-01-12,MTR-109,54.0,77.4,1.8,89.1,1000,0.87,3491
2026-01-13,MTR-109,56.0,71.9,1.35,88.3,1000,0.96,3505
2026-01-14,MTR-109,57.1,68.8,1.72,91.6,690,0.83,3514
2026-01-15,MTR-109,54.7,65.4,1.85,95.8,415,0.9,3527
2026-01-16,MTR-109,56.2,70.4,1.75,83.3,415,0.88,3538
2026-01-17,MTR-109,54.2,71.6,1.53,88.4,1000,0.87,3554
2026-01-18,MTR-109,57.2,75.3,1.01,84.3,415,0.94,3559
2026-01-19,MTR-109,53.3,72.5,1.47,78.3,1000,0.94,3576
2026-01-20,MTR-109,55.8,71.8,1.74,90.3,415,0.9,3592
2026-01-21,MTR-109,54.3,69.6,1.56,92.8,690,0.96,3600
2026-01-22,MTR-109,58.0,73.1,1.33,87.4,690,0.95,3612
2026-01-23,MTR-109,54.6,73.0,1.61,89.8,1000,0.95,3625
2026-01-24,MTR-109,57.3,75.7,1.52,94.9,1000,0.85,3633
2026-01-25,MTR-109,57.9,68.5,1.73,87.3,415,0.84,3650
2026-01-26,MTR-109,55.6,75.3,1.61,91.7,690,0.96,3658
2026-01-27,MTR-109,55.6,74.1,1.35,79.9,690,0.93,3671
2026-01-28,MTR-109,53.5,68.0,1.25,97.6,1000,0.89,3681
2026-01-29,MTR-109,53.1,74.0,1.63,88.7,1000,0.86,3700
2026-01-30,MTR-109,54.0,74.8,1.29,88.3,690,0.95,3713
2026-01-31,MTR-109,56.8,74.7,1.74,81.0,1000,0.96,3724
2026-02-01,MTR-109,55.8,68.3,1.13,83.9,1000,0.91,3729
2026-02-02,MTR-109,56.6,76.0,1.33,91.9,690,0.89,3744
2026-02-03,MTR-109,55.3,74.4,1.73,84.1,415,0.9,3754
2026-02-04,MTR-109,55.6,72.0,1.67,89.4,1000,0.89,3766
2026-02-05,MTR-109,55.5,69.2,1.67,89.5,1000,0.96,3783
2026-02-06,MTR-109,55.1,75.5,1.48,91.4,1000,0.82,3791
2026-02-07,MTR-109,60.1,68.5,1.26,84.3,690,0.91,3799
2026-02-08,MTR-109,55.9,70.9,1.2,93.3,690,0.97,3815
2026-02-09,MTR-109,57.0,68.9,1.78,85.7,690,0.95,3831
2026-02-10,MTR-109,59.7,69.5,1.76,81.6,1000,0.95,3835
2026-02-11,MTR-109,53.0,75.7,2.26,95.2,1000,0.96,3848
2026-02-12,MTR-109,54.1,66.2,1.61,95.6,415,0.93,3867
